filename,cell_type,xmin,ymin,xmax,ymax
BloodImage_00103.jpg,RBC,184,292,283,378
BloodImage_00103.jpg,RBC,253,240,352,326
BloodImage_00103.jpg,RBC,408,282,505,393
BloodImage_00103.jpg,RBC,143,189,240,290
BloodImage_00103.jpg,RBC,305,43,404,129
BloodImage_00103.jpg,RBC,373,21,472,107
BloodImage_00103.jpg,RBC,458,50,559,160
BloodImage_00103.jpg,RBC,1,197,94,285
BloodImage_00103.jpg,RBC,1,2,70,103
BloodImage_00103.jpg,RBC,8,386,110,462
BloodImage_00103.jpg,RBC,558,167,640,251
BloodImage_00103.jpg,RBC,558,319,640,403
BloodImage_00103.jpg,RBC,479,415,577,480
BloodImage_00103.jpg,RBC,101,120,201,224
BloodImage_00103.jpg,WBC,135,1,281,104
BloodImage_00103.jpg,Platelets,45,185,74,211
BloodImage_00088.jpg,RBC,413,202,537,317
BloodImage_00088.jpg,RBC,227,372,338,457
BloodImage_00088.jpg,RBC,34,2,145,100
BloodImage_00088.jpg,RBC,122,236,233,334
BloodImage_00088.jpg,RBC,367,123,478,221
BloodImage_00088.jpg,RBC,1,139,108,249
BloodImage_00088.jpg,RBC,245,123,356,221
BloodImage_00088.jpg,RBC,526,56,637,154
BloodImage_00088.jpg,RBC,419,1,514,78
BloodImage_00088.jpg,RBC,1,300,92,393
BloodImage_00088.jpg,WBC,254,225,381,370
BloodImage_00088.jpg,Platelets,61,387,88,415
BloodImage_00088.jpg,Platelets,77,432,103,472
BloodImage_00063.jpg,RBC,21,187,118,288
BloodImage_00063.jpg,RBC,194,91,291,192
BloodImage_00063.jpg,RBC,543,230,640,331
BloodImage_00063.jpg,RBC,431,134,548,239
BloodImage_00063.jpg,RBC,210,203,303,301
BloodImage_00063.jpg,RBC,118,1,206,81
BloodImage_00063.jpg,RBC,169,371,257,452
BloodImage_00063.jpg,RBC,38,78,163,177
BloodImage_00063.jpg,RBC,383,61,483,156
BloodImage_00063.jpg,WBC,366,295,493,417
BloodImage_00077.jpg,RBC,10,163,94,258
BloodImage_00077.jpg,RBC,243,200,346,327
BloodImage_00077.jpg,RBC,477,123,580,250
BloodImage_00077.jpg,RBC,416,316,527,441
BloodImage_00077.jpg,RBC,385,155,480,256
BloodImage_00077.jpg,RBC,391,26,486,127
BloodImage_00077.jpg,RBC,1,312,87,412
BloodImage_00077.jpg,RBC,566,71,640,171
BloodImage_00077.jpg,WBC,134,92,304,209
BloodImage_00077.jpg,Platelets,260,364,299,400
BloodImage_00077.jpg,Platelets,472,255,511,291
BloodImage_00261.jpg,RBC,107,250,200,358
BloodImage_00261.jpg,RBC,278,358,408,467
BloodImage_00261.jpg,RBC,426,62,529,163
BloodImage_00261.jpg,RBC,266,69,388,171
BloodImage_00261.jpg,RBC,162,65,274,175
BloodImage_00261.jpg,RBC,492,250,596,355
BloodImage_00261.jpg,RBC,544,176,640,287
BloodImage_00261.jpg,RBC,5,179,135,288
BloodImage_00261.jpg,Platelets,91,368,164,428
BloodImage_00261.jpg,WBC,274,163,460,350
BloodImage_00275.jpg,RBC,97,59,219,157
BloodImage_00275.jpg,RBC,213,38,319,140
BloodImage_00275.jpg,RBC,114,254,225,358
BloodImage_00275.jpg,RBC,528,209,635,301
BloodImage_00275.jpg,RBC,309,95,416,187
BloodImage_00275.jpg,RBC,343,93,443,173
BloodImage_00275.jpg,RBC,444,55,544,135
BloodImage_00275.jpg,RBC,2,187,131,312
BloodImage_00275.jpg,RBC,96,362,201,467
BloodImage_00275.jpg,RBC,423,309,520,398
BloodImage_00275.jpg,RBC,491,368,613,480
BloodImage_00275.jpg,RBC,181,134,299,231
BloodImage_00275.jpg,RBC,289,353,401,452
BloodImage_00275.jpg,RBC,1,24,83,135
BloodImage_00275.jpg,WBC,270,192,416,326
BloodImage_00275.jpg,Platelets,81,168,126,204
BloodImage_00249.jpg,WBC,70,329,277,480
BloodImage_00249.jpg,WBC,164,20,362,205
BloodImage_00249.jpg,Platelets,278,268,311,298
BloodImage_00248.jpg,RBC,381,1,488,87
BloodImage_00248.jpg,RBC,481,24,592,123
BloodImage_00248.jpg,RBC,259,79,383,198
BloodImage_00248.jpg,RBC,154,1,256,68
BloodImage_00248.jpg,RBC,2,220,129,331
BloodImage_00248.jpg,RBC,308,373,402,480
BloodImage_00248.jpg,RBC,102,47,218,151
BloodImage_00248.jpg,RBC,348,187,464,291
BloodImage_00248.jpg,RBC,462,222,578,326
BloodImage_00248.jpg,RBC,159,414,291,478
BloodImage_00248.jpg,RBC,1,357,84,454
BloodImage_00248.jpg,WBC,149,233,354,423
BloodImage_00274.jpg,RBC,18,350,124,456
BloodImage_00274.jpg,RBC,511,209,617,315
BloodImage_00274.jpg,RBC,518,317,624,423
BloodImage_00274.jpg,RBC,385,43,491,149
BloodImage_00274.jpg,RBC,303,64,409,170
BloodImage_00274.jpg,RBC,90,147,196,253
BloodImage_00274.jpg,WBC,188,165,387,366
BloodImage_00274.jpg,Platelets,513,298,549,330
BloodImage_00260.jpg,RBC,45,88,146,180
BloodImage_00260.jpg,RBC,361,124,484,234
BloodImage_00260.jpg,RBC,95,414,199,479
BloodImage_00260.jpg,RBC,118,68,247,150
BloodImage_00260.jpg,RBC,1,3,101,100
BloodImage_00260.jpg,WBC,205,267,434,480
BloodImage_00076.jpg,RBC,216,243,321,333
BloodImage_00076.jpg,RBC,535,184,640,302
BloodImage_00076.jpg,RBC,158,136,284,215
BloodImage_00076.jpg,RBC,221,383,324,464
BloodImage_00076.jpg,RBC,453,50,556,131
BloodImage_00076.jpg,RBC,309,135,412,216
BloodImage_00076.jpg,RBC,1,355,94,448
BloodImage_00076.jpg,RBC,102,1,199,78
BloodImage_00076.jpg,RBC,117,398,214,476
BloodImage_00076.jpg,RBC,543,401,640,480
BloodImage_00076.jpg,RBC,362,390,460,469
BloodImage_00076.jpg,WBC,98,235,211,351
BloodImage_00062.jpg,RBC,140,161,264,253
BloodImage_00062.jpg,RBC,360,283,451,374
BloodImage_00062.jpg,RBC,429,302,559,418
BloodImage_00062.jpg,RBC,521,231,629,328
BloodImage_00062.jpg,RBC,392,153,528,261
BloodImage_00062.jpg,RBC,408,56,502,154
BloodImage_00062.jpg,RBC,372,1,466,98
BloodImage_00062.jpg,RBC,546,48,640,146
BloodImage_00062.jpg,RBC,173,1,286,93
BloodImage_00062.jpg,RBC,61,1,160,72
BloodImage_00062.jpg,RBC,1,25,66,121
BloodImage_00062.jpg,WBC,91,261,249,399
BloodImage_00062.jpg,Platelets,264,80,305,125
BloodImage_00089.jpg,RBC,211,345,321,417
BloodImage_00089.jpg,RBC,385,125,495,240
BloodImage_00089.jpg,RBC,249,112,359,227
BloodImage_00089.jpg,RBC,487,159,604,275
BloodImage_00089.jpg,RBC,204,1,319,103
BloodImage_00089.jpg,RBC,67,286,151,383
BloodImage_00089.jpg,RBC,475,403,566,480
BloodImage_00089.jpg,RBC,308,403,426,480
BloodImage_00089.jpg,RBC,26,59,129,169
BloodImage_00089.jpg,RBC,1,20,80,146
BloodImage_00089.jpg,WBC,306,236,451,374
BloodImage_00089.jpg,Platelets,304,217,333,253
BloodImage_00300.jpg,RBC,379,136,486,246
BloodImage_00300.jpg,RBC,474,168,581,278
BloodImage_00300.jpg,RBC,388,300,495,410
BloodImage_00300.jpg,RBC,266,331,373,441
BloodImage_00300.jpg,RBC,201,361,308,471
BloodImage_00300.jpg,RBC,19,297,141,404
BloodImage_00300.jpg,RBC,359,21,495,124
BloodImage_00300.jpg,RBC,1,58,92,159
BloodImage_00300.jpg,RBC,219,33,355,136
BloodImage_00300.jpg,RBC,133,281,240,391
BloodImage_00300.jpg,RBC,505,328,612,438
BloodImage_00300.jpg,RBC,487,1,594,105
BloodImage_00300.jpg,RBC,11,406,138,480
BloodImage_00300.jpg,WBC,174,130,357,313
BloodImage_00314.jpg,RBC,445,41,545,138
BloodImage_00314.jpg,RBC,471,210,571,307
BloodImage_00314.jpg,RBC,1,1,100,97
BloodImage_00314.jpg,RBC,3,130,103,227
BloodImage_00314.jpg,RBC,63,267,163,364
BloodImage_00314.jpg,RBC,340,324,454,423
BloodImage_00314.jpg,RBC,526,212,637,340
BloodImage_00314.jpg,RBC,256,257,360,341
BloodImage_00314.jpg,RBC,336,127,437,217
BloodImage_00314.jpg,RBC,353,389,454,480
BloodImage_00314.jpg,Platelets,187,427,231,470
BloodImage_00314.jpg,Platelets,547,386,582,417
BloodImage_00314.jpg,Platelets,77,230,116,268
BloodImage_00314.jpg,Platelets,98,49,143,85
BloodImage_00314.jpg,Platelets,259,1,297,26
BloodImage_00314.jpg,WBC,92,45,329,266
BloodImage_00302.jpg,RBC,99,391,217,471
BloodImage_00302.jpg,RBC,121,275,252,388
BloodImage_00302.jpg,RBC,106,19,236,136
BloodImage_00302.jpg,RBC,213,63,336,178
BloodImage_00302.jpg,RBC,511,294,623,410
BloodImage_00302.jpg,RBC,461,320,567,413
BloodImage_00302.jpg,RBC,400,339,491,433
BloodImage_00302.jpg,RBC,343,341,419,433
BloodImage_00302.jpg,RBC,295,344,375,443
BloodImage_00302.jpg,RBC,290,241,404,335
BloodImage_00302.jpg,RBC,429,187,543,281
BloodImage_00302.jpg,RBC,120,143,248,270
BloodImage_00302.jpg,WBC,1,291,81,450
BloodImage_00100.jpg,RBC,229,238,342,330
BloodImage_00100.jpg,RBC,152,146,268,257
BloodImage_00100.jpg,RBC,150,144,266,255
BloodImage_00100.jpg,RBC,70,197,179,300
BloodImage_00100.jpg,RBC,7,1,103,82
BloodImage_00100.jpg,RBC,469,28,573,121
BloodImage_00100.jpg,RBC,494,137,596,237
BloodImage_00100.jpg,RBC,27,305,111,395
BloodImage_00100.jpg,RBC,45,105,129,195
BloodImage_00100.jpg,RBC,32,191,116,281
BloodImage_00100.jpg,RBC,339,262,405,367
BloodImage_00100.jpg,RBC,368,59,460,146
BloodImage_00100.jpg,RBC,415,140,516,226
BloodImage_00100.jpg,RBC,344,412,445,479
BloodImage_00100.jpg,RBC,144,250,234,348
BloodImage_00100.jpg,WBC,398,228,590,431
BloodImage_00100.jpg,Platelets,306,383,347,421
BloodImage_00114.jpg,RBC,173,194,270,292
BloodImage_00114.jpg,RBC,359,214,456,312
BloodImage_00114.jpg,RBC,415,230,512,328
BloodImage_00114.jpg,RBC,364,336,473,448
BloodImage_00114.jpg,RBC,240,265,349,377
BloodImage_00114.jpg,RBC,159,368,263,465
BloodImage_00114.jpg,RBC,50,407,168,477
BloodImage_00114.jpg,RBC,123,15,249,147
BloodImage_00114.jpg,RBC,1,284,97,382
BloodImage_00114.jpg,RBC,512,167,609,265
BloodImage_00114.jpg,RBC,322,396,410,480
BloodImage_00114.jpg,RBC,52,230,156,316
BloodImage_00114.jpg,RBC,9,127,116,220
BloodImage_00114.jpg,RBC,32,1,139,72
BloodImage_00114.jpg,WBC,224,74,391,206
BloodImage_00074.jpg,RBC,87,300,176,396
BloodImage_00074.jpg,RBC,299,180,416,283
BloodImage_00074.jpg,RBC,553,229,640,322
BloodImage_00074.jpg,RBC,509,142,613,245
BloodImage_00074.jpg,RBC,499,1,605,101
BloodImage_00074.jpg,RBC,453,62,559,163
BloodImage_00074.jpg,RBC,534,58,640,159
BloodImage_00074.jpg,RBC,408,239,525,342
BloodImage_00074.jpg,RBC,329,378,418,472
BloodImage_00074.jpg,RBC,491,398,584,480
BloodImage_00074.jpg,RBC,406,398,499,480
BloodImage_00074.jpg,RBC,6,398,99,480
BloodImage_00074.jpg,RBC,152,23,235,129
BloodImage_00074.jpg,WBC,6,10,130,154
BloodImage_00074.jpg,Platelets,331,35,378,75
BloodImage_00048.jpg,Platelets,506,192,551,232
BloodImage_00048.jpg,WBC,200,151,355,303
BloodImage_00048.jpg,RBC,149,281,295,387
BloodImage_00048.jpg,RBC,90,144,193,249
BloodImage_00048.jpg,RBC,1,59,102,164
BloodImage_00048.jpg,RBC,1,12,102,117
BloodImage_00048.jpg,RBC,64,1,162,60
BloodImage_00048.jpg,RBC,209,72,317,139
BloodImage_00048.jpg,RBC,404,259,503,370
BloodImage_00048.jpg,RBC,191,369,290,480
BloodImage_00048.jpg,RBC,38,246,137,357
BloodImage_00048.jpg,RBC,396,16,512,118
BloodImage_00048.jpg,RBC,566,96,640,200
BloodImage_00048.jpg,RBC,524,306,640,408
BloodImage_00048.jpg,RBC,548,400,640,480
BloodImage_00048.jpg,RBC,380,349,479,460
BloodImage_00048.jpg,RBC,467,414,555,480
BloodImage_00289.jpg,RBC,180,281,273,386
BloodImage_00289.jpg,RBC,246,343,339,448
BloodImage_00289.jpg,RBC,432,257,551,361
BloodImage_00289.jpg,RBC,521,203,640,307
BloodImage_00289.jpg,RBC,535,101,640,206
BloodImage_00289.jpg,RBC,332,279,443,402
BloodImage_00289.jpg,RBC,162,1,280,102
BloodImage_00289.jpg,RBC,55,66,173,168
BloodImage_00289.jpg,RBC,140,163,258,265
BloodImage_00289.jpg,RBC,1,270,117,372
BloodImage_00289.jpg,WBC,251,55,482,288
BloodImage_00276.jpg,RBC,143,95,243,213
BloodImage_00276.jpg,RBC,173,194,265,304
BloodImage_00276.jpg,RBC,71,11,166,113
BloodImage_00276.jpg,RBC,431,32,526,134
BloodImage_00276.jpg,RBC,490,32,585,134
BloodImage_00276.jpg,RBC,440,144,535,246
BloodImage_00276.jpg,RBC,527,161,622,263
BloodImage_00276.jpg,RBC,417,246,524,354
BloodImage_00276.jpg,RBC,378,302,485,410
BloodImage_00276.jpg,RBC,46,207,137,309
BloodImage_00276.jpg,RBC,54,360,165,466
BloodImage_00276.jpg,RBC,512,327,614,419
BloodImage_00276.jpg,WBC,221,36,415,225
BloodImage_00276.jpg,Platelets,351,317,382,349
BloodImage_00276.jpg,Platelets,37,166,72,203
BloodImage_00262.jpg,RBC,524,279,640,385
BloodImage_00262.jpg,RBC,419,252,530,354
BloodImage_00262.jpg,RBC,542,134,640,242
BloodImage_00262.jpg,RBC,1,202,56,305
BloodImage_00262.jpg,RBC,214,148,325,262
BloodImage_00262.jpg,RBC,293,62,426,180
BloodImage_00262.jpg,RBC,448,394,553,480
BloodImage_00262.jpg,RBC,429,75,531,183
BloodImage_00262.jpg,RBC,104,221,218,331
BloodImage_00262.jpg,WBC,170,268,454,480
BloodImage_00263.jpg,RBC,115,358,206,446
BloodImage_00263.jpg,RBC,1,315,79,401
BloodImage_00263.jpg,RBC,402,305,486,414
BloodImage_00263.jpg,RBC,388,43,467,143
BloodImage_00263.jpg,RBC,564,1,640,77
BloodImage_00263.jpg,RBC,248,382,346,480
BloodImage_00263.jpg,RBC,337,411,402,480
BloodImage_00263.jpg,RBC,140,171,242,255
BloodImage_00263.jpg,RBC,50,192,152,276
BloodImage_00263.jpg,RBC,356,148,462,249
BloodImage_00263.jpg,RBC,298,128,406,236
BloodImage_00263.jpg,RBC,534,243,640,344
BloodImage_00263.jpg,Platelets,70,38,112,94
BloodImage_00263.jpg,Platelets,361,12,419,56
BloodImage_00263.jpg,WBC,100,1,307,144
BloodImage_00277.jpg,RBC,74,301,179,404
BloodImage_00277.jpg,RBC,204,332,283,402
BloodImage_00277.jpg,RBC,1,259,69,369
BloodImage_00277.jpg,RBC,215,134,308,215
BloodImage_00277.jpg,RBC,364,1,472,83
BloodImage_00277.jpg,RBC,108,77,210,184
BloodImage_00277.jpg,RBC,472,1,610,95
BloodImage_00277.jpg,RBC,506,359,606,462
BloodImage_00277.jpg,RBC,558,216,640,340
BloodImage_00277.jpg,RBC,225,404,313,480
BloodImage_00277.jpg,RBC,532,108,640,213
BloodImage_00277.jpg,RBC,137,1,262,98
BloodImage_00277.jpg,RBC,361,348,486,446
BloodImage_00277.jpg,Platelets,66,424,110,468
BloodImage_00277.jpg,WBC,337,185,492,372
BloodImage_00277.jpg,Platelets,51,176,100,211
BloodImage_00288.jpg,RBC,67,359,163,452
BloodImage_00288.jpg,RBC,339,387,435,480
BloodImage_00288.jpg,RBC,407,328,520,422
BloodImage_00288.jpg,RBC,444,229,544,321
BloodImage_00288.jpg,RBC,420,126,522,223
BloodImage_00288.jpg,RBC,352,202,440,302
BloodImage_00288.jpg,RBC,119,104,228,199
BloodImage_00288.jpg,RBC,287,74,402,188
BloodImage_00288.jpg,RBC,47,12,158,123
BloodImage_00288.jpg,RBC,185,1,308,111
BloodImage_00288.jpg,RBC,43,179,152,274
BloodImage_00288.jpg,RBC,1,218,109,313
BloodImage_00288.jpg,RBC,208,166,321,270
BloodImage_00288.jpg,RBC,479,21,594,135
BloodImage_00288.jpg,RBC,529,147,634,254
BloodImage_00288.jpg,RBC,525,373,630,480
BloodImage_00288.jpg,RBC,552,251,640,352
BloodImage_00288.jpg,RBC,305,1,407,79
BloodImage_00288.jpg,WBC,153,263,370,474
BloodImage_00049.jpg,WBC,156,248,292,363
BloodImage_00049.jpg,Platelets,140,202,191,250
BloodImage_00049.jpg,RBC,486,81,599,196
BloodImage_00049.jpg,RBC,423,265,507,356
BloodImage_00049.jpg,RBC,556,347,639,438
BloodImage_00049.jpg,RBC,368,315,495,430
BloodImage_00049.jpg,RBC,261,332,388,447
BloodImage_00049.jpg,RBC,369,171,480,263
BloodImage_00049.jpg,RBC,378,44,485,164
BloodImage_00049.jpg,RBC,180,104,278,211
BloodImage_00049.jpg,RBC,58,142,156,249
BloodImage_00049.jpg,RBC,1,124,87,267
BloodImage_00049.jpg,RBC,279,236,377,343
BloodImage_00049.jpg,RBC,282,127,380,234
BloodImage_00049.jpg,RBC,246,1,377,115
BloodImage_00049.jpg,RBC,153,1,254,78
BloodImage_00049.jpg,RBC,453,1,594,108
BloodImage_00049.jpg,RBC,1,241,68,351
BloodImage_00049.jpg,RBC,41,1,139,108
BloodImage_00075.jpg,RBC,251,167,353,275
BloodImage_00075.jpg,RBC,345,221,447,329
BloodImage_00075.jpg,RBC,251,252,353,360
BloodImage_00075.jpg,RBC,148,160,250,268
BloodImage_00075.jpg,RBC,437,363,556,480
BloodImage_00075.jpg,RBC,509,242,613,344
BloodImage_00075.jpg,RBC,544,1,640,79
BloodImage_00075.jpg,RBC,29,167,131,275
BloodImage_00075.jpg,RBC,457,246,545,349
BloodImage_00075.jpg,RBC,1,1,74,131
BloodImage_00075.jpg,WBC,166,6,325,114
BloodImage_00115.jpg,RBC,23,294,126,393
BloodImage_00115.jpg,RBC,223,119,306,204
BloodImage_00115.jpg,RBC,499,141,602,236
BloodImage_00115.jpg,RBC,117,52,220,147
BloodImage_00115.jpg,RBC,472,243,577,354
BloodImage_00115.jpg,RBC,556,354,640,439
BloodImage_00115.jpg,RBC,466,405,564,480
BloodImage_00115.jpg,RBC,302,434,405,480
BloodImage_00115.jpg,RBC,165,441,265,480
BloodImage_00115.jpg,RBC,1,62,87,144
BloodImage_00115.jpg,WBC,200,247,356,396
BloodImage_00115.jpg,RBC,122,294,206,396
BloodImage_00115.jpg,RBC,110,214,194,316
BloodImage_00115.jpg,RBC,357,153,446,264
BloodImage_00115.jpg,RBC,288,103,379,198
BloodImage_00101.jpg,RBC,122,270,243,377
BloodImage_00101.jpg,RBC,2,128,123,235
BloodImage_00101.jpg,RBC,240,39,361,146
BloodImage_00101.jpg,RBC,354,79,462,179
BloodImage_00101.jpg,RBC,437,43,545,143
BloodImage_00101.jpg,RBC,484,128,591,230
BloodImage_00101.jpg,RBC,118,1,221,93
BloodImage_00101.jpg,RBC,229,165,349,255
BloodImage_00101.jpg,RBC,545,41,640,136
BloodImage_00101.jpg,RBC,313,196,424,290
BloodImage_00101.jpg,RBC,206,223,316,329
BloodImage_00101.jpg,RBC,181,338,276,438
BloodImage_00101.jpg,RBC,440,227,574,295
BloodImage_00101.jpg,WBC,364,289,521,432
BloodImage_00101.jpg,Platelets,271,413,308,447
BloodImage_00101.jpg,Platelets,543,349,574,378
BloodImage_00317.jpg,RBC,525,356,634,462
BloodImage_00317.jpg,RBC,432,339,541,445
BloodImage_00317.jpg,RBC,131,361,224,465
BloodImage_00317.jpg,RBC,309,280,428,401
BloodImage_00317.jpg,RBC,359,196,478,317
BloodImage_00317.jpg,RBC,390,1,501,113
BloodImage_00317.jpg,RBC,473,200,572,297
BloodImage_00317.jpg,RBC,47,93,154,204
BloodImage_00317.jpg,RBC,57,290,179,390
BloodImage_00317.jpg,RBC,206,279,311,374
BloodImage_00317.jpg,RBC,216,385,321,480
BloodImage_00317.jpg,RBC,114,26,219,137
BloodImage_00317.jpg,RBC,192,1,291,92
BloodImage_00317.jpg,Platelets,518,147,551,192
BloodImage_00317.jpg,Platelets,427,140,482,192
BloodImage_00317.jpg,Platelets,112,207,153,252
BloodImage_00317.jpg,Platelets,114,174,152,209
BloodImage_00317.jpg,WBC,184,65,396,260
BloodImage_00303.jpg,WBC,46,58,279,264
BloodImage_00307.jpg,RBC,81,18,194,115
BloodImage_00307.jpg,RBC,43,259,144,351
BloodImage_00307.jpg,RBC,347,355,448,447
BloodImage_00307.jpg,RBC,97,362,198,454
BloodImage_00307.jpg,RBC,195,167,297,277
BloodImage_00307.jpg,RBC,399,232,501,342
BloodImage_00307.jpg,RBC,536,274,638,384
BloodImage_00307.jpg,RBC,559,136,640,245
BloodImage_00307.jpg,RBC,66,136,153,241
BloodImage_00307.jpg,RBC,266,181,368,291
BloodImage_00307.jpg,RBC,254,268,356,378
BloodImage_00307.jpg,RBC,225,358,328,457
BloodImage_00307.jpg,WBC,285,30,509,238
BloodImage_00307.jpg,Platelets,477,411,523,440
BloodImage_00313.jpg,RBC,24,94,131,202
BloodImage_00313.jpg,RBC,402,251,525,358
BloodImage_00313.jpg,RBC,411,373,534,480
BloodImage_00313.jpg,RBC,538,1,637,106
BloodImage_00313.jpg,RBC,342,154,434,249
BloodImage_00313.jpg,RBC,452,73,559,172
BloodImage_00313.jpg,RBC,99,228,206,327
BloodImage_00313.jpg,RBC,36,239,156,344
BloodImage_00313.jpg,RBC,156,63,260,168
BloodImage_00313.jpg,RBC,388,165,476,250
BloodImage_00313.jpg,WBC,101,373,269,480
BloodImage_00313.jpg,WBC,180,215,404,457
BloodImage_00139.jpg,RBC,229,7,338,117
BloodImage_00139.jpg,RBC,258,225,368,333
BloodImage_00139.jpg,RBC,77,226,187,334
BloodImage_00139.jpg,RBC,88,58,232,222
BloodImage_00139.jpg,RBC,469,303,598,420
BloodImage_00139.jpg,RBC,401,273,515,380
BloodImage_00139.jpg,RBC,159,314,269,422
BloodImage_00139.jpg,RBC,478,228,592,335
BloodImage_00139.jpg,RBC,11,312,121,420
BloodImage_00139.jpg,WBC,269,353,440,480
BloodImage_00139.jpg,Platelets,179,208,223,245
BloodImage_00139.jpg,Platelets,115,1,157,34
BloodImage_00111.jpg,RBC,458,198,571,296
BloodImage_00111.jpg,RBC,405,240,518,338
BloodImage_00111.jpg,RBC,365,40,478,138
BloodImage_00111.jpg,RBC,512,75,630,188
BloodImage_00111.jpg,RBC,468,71,570,175
BloodImage_00111.jpg,RBC,175,169,288,267
BloodImage_00111.jpg,RBC,278,358,391,456
BloodImage_00111.jpg,RBC,527,306,640,404
BloodImage_00111.jpg,RBC,229,31,342,129
BloodImage_00111.jpg,RBC,23,44,136,142
BloodImage_00111.jpg,RBC,21,310,134,408
BloodImage_00111.jpg,RBC,121,280,234,378
BloodImage_00111.jpg,RBC,60,382,143,480
BloodImage_00111.jpg,RBC,50,134,194,254
BloodImage_00111.jpg,RBC,399,405,495,480
BloodImage_00111.jpg,WBC,142,378,258,480
BloodImage_00111.jpg,Platelets,360,85,395,115
BloodImage_00059.jpg,RBC,405,191,525,282
BloodImage_00059.jpg,RBC,282,269,402,360
BloodImage_00059.jpg,RBC,116,366,236,457
BloodImage_00059.jpg,RBC,27,281,147,372
BloodImage_00059.jpg,RBC,47,95,167,186
BloodImage_00059.jpg,RBC,160,36,256,122
BloodImage_00059.jpg,RBC,409,49,521,141
BloodImage_00059.jpg,RBC,228,312,340,420
BloodImage_00059.jpg,RBC,109,178,221,286
BloodImage_00059.jpg,RBC,293,55,392,160
BloodImage_00059.jpg,RBC,49,1,145,82
BloodImage_00059.jpg,RBC,512,416,619,480
BloodImage_00059.jpg,WBC,209,173,328,298
BloodImage_00071.jpg,RBC,300,365,427,474
BloodImage_00071.jpg,RBC,487,17,614,126
BloodImage_00071.jpg,RBC,160,200,265,300
BloodImage_00071.jpg,RBC,69,8,193,109
BloodImage_00071.jpg,RBC,181,91,286,191
BloodImage_00071.jpg,RBC,82,280,191,394
BloodImage_00071.jpg,RBC,509,252,618,366
BloodImage_00071.jpg,RBC,83,128,207,253
BloodImage_00071.jpg,WBC,173,358,306,480
BloodImage_00065.jpg,RBC,166,180,266,287
BloodImage_00065.jpg,RBC,33,127,133,234
BloodImage_00065.jpg,RBC,557,150,640,272
BloodImage_00065.jpg,RBC,244,17,337,107
BloodImage_00065.jpg,RBC,17,1,111,68
BloodImage_00065.jpg,WBC,253,275,387,392
BloodImage_00065.jpg,WBC,404,107,538,224
BloodImage_00065.jpg,Platelets,495,298,534,335
BloodImage_00298.jpg,RBC,405,331,503,429
BloodImage_00298.jpg,RBC,352,207,455,312
BloodImage_00298.jpg,RBC,332,90,410,193
BloodImage_00298.jpg,RBC,528,156,618,254
BloodImage_00298.jpg,RBC,509,317,599,415
BloodImage_00298.jpg,RBC,52,395,161,480
BloodImage_00298.jpg,RBC,176,132,277,213
BloodImage_00298.jpg,RBC,549,49,640,150
BloodImage_00298.jpg,RBC,473,249,576,354
BloodImage_00298.jpg,WBC,120,215,315,436
BloodImage_00273.jpg,RBC,227,265,329,359
BloodImage_00273.jpg,RBC,48,211,159,306
BloodImage_00273.jpg,RBC,136,167,271,282
BloodImage_00273.jpg,RBC,388,275,500,386
